Time Format:
	[Tag, Data*], Tag \in {RANGE, INSTANT, PERIOD, UNK}
		[RANGE, <begin_time, end_time>]
		[INSTANT, <time>]
		[PERIOD, <year>, <month>, <week>, <day>]
			e.g. [PERIOD, 1,4,0,1] is a year, 4 months, and a day
			e.g. [PERIOD, 1,0,2,1] is a year, 2 weeks, and a day
			     [PERIOD, 0,1,3,0] is a month and 3 weeks (this shouldn't happen)
		[UNK, <original_expression>]
	Special Characters:
		x: "unbound time," usually in part of a range to denote positive and
		   negative infinity. These correspond to PAST_REF and FUTURE_REF when seen
		NOW: "now," denoting the time of publication; used in PAST_REF, FUTURE_REF,
			and PRESENT_REF
		concretely:
			[RANGE,x,NOW] => PAST_REF
			[RANGE,NOW,x] => FUTURE_REF
			[INSTANT,NOW] => PRESENT_REF


Timex ID | Sentence ID | Document ID | Document Filename | Document Publication Time | Timex Value | Timex String (tokenized) | Sentence String (raw)
302|606|47|./wsj_0187_orig.tml.xml|1989-11-02T00:00:00.000000000|[INSTANT,1989-10-31T00:00:00+00:00]|Tuesday| Waertsilae Marine 's bankruptcy  proceedings began Tuesday  in a  Helsinki  court.
303|611|48|./PRI19980205.2000.1890.tml.xml|1998-02-05T00:00:00.000000000|[INSTANT,NOW]|now| The British aircraft carrier invincible is  now patrolling  the
  Persian Gulf  alongside  three US  vessels.
304|615|49|./wsj_0520_orig.tml.xml|1989-10-30T00:00:00.000000000|[PERIOD,0,6,0,0]|six months| Nashua Corp. ,  rumored  a potential takeover target  for six  months ,  said  that a Dutch company has  sought  U.S.  approval to buy  up to  25%  of  Nashua 's shares.
307|619|49|./wsj_0520_orig.tml.xml|1989-10-30T00:00:00.000000000|[RANGE,1989-03-01T00:00:00+00:00,1989-04-01T00:00:00+00:00]|March| Nashua 's stock has  fluctuated  sharply on takeover speculation,  rising to  a high  for the year  of  $42.875  a share in June from $29.75 in March .
306|619|49|./wsj_0520_orig.tml.xml|1989-10-30T00:00:00.000000000|[RANGE,1989-06-01T00:00:00+00:00,1989-07-01T00:00:00+00:00]|June| Nashua 's stock has  fluctuated  sharply on takeover speculation,  rising to  a high  for the year  of  $42.875  a share in June from $29.75 in March .
305|619|49|./wsj_0520_orig.tml.xml|1989-10-30T00:00:00.000000000|[RANGE,1989-01-01T00:00:00+00:00,1990-01-01T00:00:00+00:00]|the year| Nashua 's stock has  fluctuated  sharply on takeover speculation,  rising to  a high  for the year  of  $42.875  a share in June from $29.75 in March .
310|620|49|./wsj_0520_orig.tml.xml|1989-10-30T00:00:00.000000000|[RANGE,1989-01-01T00:00:00+00:00,1990-01-01T00:00:00+00:00]|the year| But the company has  had  weak  results so far this year , with  earnings declining 43% to $13.7 million , or  $1.43  a share, on a  4%  decline in  revenue to $713.5 million through  the  first nine  months  of  the year
309|620|49|./wsj_0520_orig.tml.xml|1989-10-30T00:00:00.000000000|[PERIOD,0,9,0,0]|nine months| But the company has  had  weak  results so far this year , with  earnings declining 43% to $13.7 million , or  $1.43  a share, on a  4%  decline in  revenue to $713.5 million through  the  first nine  months  of  the year
308|620|49|./wsj_0520_orig.tml.xml|1989-10-30T00:00:00.000000000|[INSTANT,1989-10-30T00:00:00+00:00]|so far this year| But the company has  had  weak  results so far this year , with  earnings declining 43% to $13.7 million , or  $1.43  a share, on a  4%  decline in  revenue to $713.5 million through  the  first nine  months  of  the year
312|621|49|./wsj_0520_orig.tml.xml|1989-10-30T00:00:00.000000000|[INSTANT,1989-10-27T00:00:00+00:00]|Friday| Its stock has  slumped recently  ,  closing unchanged Friday  at  $29  a share in composite trading on the  New York Stock Exchange ; at that price, the company has a market value of about  $278.4 million .
311|621|49|./wsj_0520_orig.tml.xml|1989-10-30T00:00:00.000000000|[RANGE,x,NOW]|recently| Its stock has  slumped recently  ,  closing unchanged Friday  at  $29  a share in composite trading on the  New York Stock Exchange ; at that price, the company has a market value of about  $278.4 million .
314|626|49|./wsj_0520_orig.tml.xml|1989-10-30T00:00:00.000000000|[INSTANT,1989-09-29T00:00:00+00:00]|Sept. 29| Under a  program approved  by the company  in 1987  that did n't specify a share amount,  Nashua  had  purchased 481,000  shares  through Sept. 29 .
313|626|49|./wsj_0520_orig.tml.xml|1989-10-30T00:00:00.000000000|[RANGE,1987-01-01T00:00:00+00:00,1988-01-01T00:00:00+00:00]|1987| Under a  program approved  by the company  in 1987  that did n't specify a share amount,  Nashua  had  purchased 481,000  shares  through Sept. 29 .
315|627|49|./wsj_0520_orig.tml.xml|1989-10-30T00:00:00.000000000|[RANGE,1989-01-01T00:00:00+00:00,1990-01-01T00:00:00+00:00]|this year| Alex Henderson, an analyst at  Prudential-Bache Securities ,  said  that while  Nashua 's performance  this year  has been " atrocious ," the company nonetheless is attractive as a "classic breakup candidate because there's no similarity between its { four } businesses."
317|630|50|./APW19980213.1310.tml.xml|1998-02-13T14:26:00.000000000|[INSTANT,1998-02-13T00:00:00+00:00]|Friday| CANBERRA ,  Australia  ( AP ) _  Turning  its back on  210  years  of
loyalty to the British royal family, a constitutional convention
 voted  overwhelmingly  Friday to make Australia  a republic under its
own president.
316|630|50|./APW19980213.1310.tml.xml|1998-02-13T14:26:00.000000000|[INSTANT,2011-07-29T00:00:00+00:00]|210 years| CANBERRA ,  Australia  ( AP ) _  Turning  its back on  210  years  of
loyalty to the British royal family, a constitutional convention
 voted  overwhelmingly  Friday to make Australia  a republic under its
own president.
318|631|50|./APW19980213.1310.tml.xml|1998-02-13T14:26:00.000000000|[RANGE,1999-01-01T00:00:00+00:00,2000-01-01T00:00:00+00:00]|next year| Prime Minister John Howard , a monarchist himself,  promised to put  the  question  to a national  referendum next year after 
convention delegates  voted  89-52 for a republic, with  11 
abstentions.
319|637|50|./APW19980213.1310.tml.xml|1998-02-13T14:26:00.000000000|[INSTANT,1998-02-13T00:00:00+00:00]|Friday| Treasurer Peter Costello ,
 Environment  Minister Robert Hill  and  Attorney General Daryl
Williams  all  voted to support  the republic  Friday .
321|645|50|./APW19980213.1310.tml.xml|1998-02-13T14:26:00.000000000|[RANGE,1998-01-01T00:00:00+00:00,1999-01-01T00:00:00+00:00]|this year| Polls have  shown  public  support  for a republic  increasing ,
 rising from  about  35 percent several years ago to  about  51 percent this year ,  as  pro-monarchist sentiment  diminishes .
320|645|50|./APW19980213.1310.tml.xml|1998-02-13T14:26:00.000000000|[RANGE,x,NOW]|several years ago| Polls have  shown  public  support  for a republic  increasing ,
 rising from  about  35 percent several years ago to  about  51 percent this year ,  as  pro-monarchist sentiment  diminishes .
322|646|50|./APW19980213.1310.tml.xml|1998-02-13T14:26:00.000000000|[RANGE,1901-01-01T00:00:00+00:00,1902-01-01T00:00:00+00:00]|1901| Australia  has been  independent  since  1901 , but like many
 Commonwealth  nations it still  recognizes  the British monarch as its
head of state.
323|649|50|./APW19980213.1310.tml.xml|1998-02-13T14:26:00.000000000|[INSTANT,2011-04-10T00:00:00+00:00]|almost a hundred years| ``It's no secret that she's  indicated  to me ... she  is  a 20th
century democrat,  understands  that the role of the crown in
 Australia rests  in the hands of the Australian people as it  has  for
 almost a  hundred  years .''
324|651|50|./APW19980213.1310.tml.xml|1998-02-13T14:26:00.000000000|[RANGE,1996-01-01T00:00:00+00:00,1997-01-01T00:00:00+00:00]|1996| Former prime minister Paul Keating , who  put  the republic issue
in the spotlight in his unsuccessful  1996 campaign  for re-election,
 welcomed  the  result .
326|656|51|./CNN19980126.1600.1104.tml.xml|1998-01-26T00:00:00.000000000|[RANGE,1997-10-01T00:00:00+00:00,1998-01-01T00:00:00+00:00]|the fourth quarter| Earlier  AT and T also  announced  an eighteen percent  drop in profits for the fourth quarter .
325|656|51|./CNN19980126.1600.1104.tml.xml|1998-01-26T00:00:00.000000000|[RANGE,x,NOW]|Earlier| Earlier  AT and T also  announced  an eighteen percent  drop in profits for the fourth quarter .
327|659|51|./CNN19980126.1600.1104.tml.xml|1998-01-26T00:00:00.000000000|[INSTANT,NOW]|now| But I  think  right  now , for AT and T and the people here, it's fairly  intense  as you might w- well imagine.
328|663|51|./CNN19980126.1600.1104.tml.xml|1998-01-26T00:00:00.000000000|[INSTANT,1998-01-26T00:00:00+00:00]|today| Good  news  for AT and T  today .
329|667|52|./wsj_0150_orig.tml.xml|1989-11-02T00:00:00.000000000|[INSTANT,NOW]|currently| Primerica , which  had  owned  nearly  70%  of  Williams ,  will  pay about 16.7 million  shares,  currently valued  at almost  $472 million , for the rest of  Williams .
330|669|52|./wsj_0150_orig.tml.xml|1989-11-02T00:00:00.000000000|[INSTANT,1989-11-01T00:00:00+00:00]|yesterday| Williams  shares, which were  to  be  delisted  from the  New York Stock Exchange after  the  close  of composite trading  yesterday ,  closed  at  $23.25 , off  12.5 cents .
331|675|53|./ed980111.1130.0089.tml.xml|1998-01-11T00:00:00.000000000|[UNK,PXD]|the next several days| The lights are  out  and the heat is  off  and those vital signs are  not likely   to  change  much  over the next several days  for p- people in parts of the  northeastern US  and  eastern Canada .
332|677|53|./ed980111.1130.0089.tml.xml|1998-01-11T00:00:00.000000000|[INSTANT,1998-01-10T00:00:00+00:00]|Yesterday| Yesterday New York  governor George Pataki toured five  counties that  have  been  declared under  a  state of emergency .
333|678|53|./ed980111.1130.0089.tml.xml|1998-01-11T00:00:00.000000000|[INSTANT,1998-01-11T00:00:00+00:00]|today| He  added  one more  today .
334|679|53|./ed980111.1130.0089.tml.xml|1998-01-11T00:00:00.000000000|[INSTANT,1998-01-11T00:00:00+00:00]|today| Helicopters  are  flying  over  northern New York today trying   to  locate  people  stranded  without food, heat or medicine.
335|680|53|./ed980111.1130.0089.tml.xml|1998-01-11T00:00:00.000000000|[UNK,PXD]|a while| In  Maine , about a half million people  still  do n't have power  and they 're going to  have  to live  without it  for a while .
336|681|54|./VOA19980501.1800.0355.tml.xml|1998-05-01T00:00:00.000000000|[INSTANT,1998-05-04T00:00:00+00:00]|next week| Israeli Prime Minister Benjamin Netanyahu says  considerable  gaps remain 
 between Israeli and Palestinian positions  before next week 's  talks  in
  London .
337|682|54|./VOA19980501.1800.0355.tml.xml|1998-05-01T00:00:00.000000000|[INSTANT,1998-05-04T00:00:00+00:00]|Monday| He and  Palestinian leader Yasser Arafat meet  separately  Monday  with
  US  Secretary of  State  Madeleine Albright .
341|686|55|./NYT19980206.0466.tml.xml|1998-02-06T22:29:00.000000000|[INSTANT,1998-02-05T00:00:00+00:00]|Thursday| WASHINGTON _  Following are  statements made Friday  and  Thursday 
by  Lawrence Wechsler, a lawyer for the White  House  secretary ,  Betty
Currie ; the  White House ;  White House  spokesman Mike McCurry , and
 President Clinton in response to  an  article  in The  New York Times on Friday about  her  statements regarding  a  meeting  with the
president:
Wechsler  on Thursday 
``Without  commenting on  the  allegations raised in  this  article ,
to the extent that there is any  implication  or  suggestion  that  Mrs.
Currie  was  aware  of any legal or ethical  impropriety  by anyone,
that  implication  or  suggestion  is entirely  inaccurate .''
340|686|55|./NYT19980206.0466.tml.xml|1998-02-06T22:29:00.000000000|[INSTANT,1998-02-06T00:00:00+00:00]|Friday| WASHINGTON _  Following are  statements made Friday  and  Thursday 
by  Lawrence Wechsler, a lawyer for the White  House  secretary ,  Betty
Currie ; the  White House ;  White House  spokesman Mike McCurry , and
 President Clinton in response to  an  article  in The  New York Times on Friday about  her  statements regarding  a  meeting  with the
president:
Wechsler  on Thursday 
``Without  commenting on  the  allegations raised in  this  article ,
to the extent that there is any  implication  or  suggestion  that  Mrs.
Currie  was  aware  of any legal or ethical  impropriety  by anyone,
that  implication  or  suggestion  is entirely  inaccurate .''
339|686|55|./NYT19980206.0466.tml.xml|1998-02-06T22:29:00.000000000|[INSTANT,1998-02-05T00:00:00+00:00]|Thursday| WASHINGTON _  Following are  statements made Friday  and  Thursday 
by  Lawrence Wechsler, a lawyer for the White  House  secretary ,  Betty
Currie ; the  White House ;  White House  spokesman Mike McCurry , and
 President Clinton in response to  an  article  in The  New York Times on Friday about  her  statements regarding  a  meeting  with the
president:
Wechsler  on Thursday 
``Without  commenting on  the  allegations raised in  this  article ,
to the extent that there is any  implication  or  suggestion  that  Mrs.
Currie  was  aware  of any legal or ethical  impropriety  by anyone,
that  implication  or  suggestion  is entirely  inaccurate .''
338|686|55|./NYT19980206.0466.tml.xml|1998-02-06T22:29:00.000000000|[INSTANT,1998-02-06T00:00:00+00:00]|Friday| WASHINGTON _  Following are  statements made Friday  and  Thursday 
by  Lawrence Wechsler, a lawyer for the White  House  secretary ,  Betty
Currie ; the  White House ;  White House  spokesman Mike McCurry , and
 President Clinton in response to  an  article  in The  New York Times on Friday about  her  statements regarding  a  meeting  with the
president:
Wechsler  on Thursday 
``Without  commenting on  the  allegations raised in  this  article ,
to the extent that there is any  implication  or  suggestion  that  Mrs.
Currie  was  aware  of any legal or ethical  impropriety  by anyone,
that  implication  or  suggestion  is entirely  inaccurate .''
343|687|55|./NYT19980206.0466.tml.xml|1998-02-06T22:29:00.000000000|[UNK,PXW]|the past few weeks| White House on Thursday 
`` For the past few weeks  we 've  been  subjected  to false  leaks designed   to  mislead  both reporters and the American public.
342|687|55|./NYT19980206.0466.tml.xml|1998-02-06T22:29:00.000000000|[INSTANT,1998-02-05T00:00:00+00:00]|Thursday| White House on Thursday 
`` For the past few weeks  we 've  been  subjected  to false  leaks designed   to  mislead  both reporters and the American public.
344|688|55|./NYT19980206.0466.tml.xml|1998-02-06T22:29:00.000000000|[RANGE,x,NOW]|latest| We're  not  going  to  dignify  the  latest  false  leak  with a  response .''
345|689|55|./NYT19980206.0466.tml.xml|1998-02-06T22:29:00.000000000|[INSTANT,1998-02-06T00:00:00+00:00]|Friday| McCurry  on Friday 
``I  want  to be absolutely  clear , to the extent there is any
 implication  or the slightest  suggestion  that  Mrs. Currie believes 
that the President or anyone else  tried   to  influence  her
 recollection , that is absolutely  false  and a  mischaracterization  of
the facts.
346|691|55|./NYT19980206.0466.tml.xml|1998-02-06T22:29:00.000000000|[INSTANT,1998-02-06T00:00:00+00:00]|Friday| Clinton on Friday .
347|693|55|./NYT19980206.0466.tml.xml|1998-02-06T22:29:00.000000000|[INSTANT,1998-02-06T00:00:00+00:00]|today| I  know about  the  stories today .
348|694|55|./NYT19980206.0466.tml.xml|1998-02-06T22:29:00.000000000|[INSTANT,1998-02-06T00:00:00+00:00]|this morning| I was  pleased  that  Ms.
Currie 's lawyers  stated  unambiguously  this morning  _ unambiguously
_ that she's  not aware  of any unethical  conduct .
349|695|55|./NYT19980206.0466.tml.xml|1998-02-06T22:29:00.000000000|[INSTANT,1998-02-06T22:29:00+00:00]|02 - 06 - 98 2229EST| NYT- 02-06-98 2229EST
350|699|56|./wsj_0798_orig.tml.xml|1989-10-27T00:00:00.000000000|[INSTANT,1989-11-08T00:00:00+00:00]|Nov. 9| The  record  date is  Nov. 9 .
351|702|56|./wsj_0798_orig.tml.xml|1989-10-27T00:00:00.000000000|[INSTANT,NOW]|currently| Hudson 's  Bay said  that  Woodbridge Co. , which  currently holds  about  77%  of the ordinary shares, will  subscribe  for all the shares to which it is entitled and for any shares that are n't otherwise taken up.
352|704|56|./wsj_0798_orig.tml.xml|1989-10-27T00:00:00.000000000|[INSTANT,1989-10-31T00:00:00+00:00]|Oct. 31| Hudson 's  Bay said  it will  redeem 9.5 million  Series H preferred shares  on Oct. 31  at a price of C$ 27.75  each.
353|705|56|./wsj_0798_orig.tml.xml|1989-10-27T00:00:00.000000000|[INSTANT,1989-10-26T00:00:00+00:00]|yesterday| The  move  was  approved  at a special shareholders'  meeting yesterday .
354|711|57|./wsj_0151_orig.tml.xml|1989-11-02T00:00:00.000000000|[INSTANT,1989-11-01T00:00:00+00:00]|yesterday| In  New York Stock Exchange  composite trading  yesterday ,  Intelogic  shares  rose 37.5 cents  to  close  at  $2.75 .
355|715|58|./wsj_1003_orig.tml.xml|1989-10-26T00:00:00.000000000|[RANGE,1989-07-01T00:00:00+00:00,1989-10-01T00:00:00+00:00]|third - quarter| Bethlehem Steel Corp. ,  hammered  by higher costs and lower shipments to key automotive and service-center customers,  posted  a  54% drop in third-quarter  profit.
356|716|58|./wsj_1003_orig.tml.xml|1989-10-26T00:00:00.000000000|[PERIOD,2,0,0,0]|two - year| Separately,  two  more of the nation's top steelmakers --  Armco Inc.  and  National Intergroup Inc.  --  reported  lower operating earnings in their steel businesses,  marking  what is generally  believed  to be the  end  of a  two-year boom  in the industry.
358|717|58|./wsj_1003_orig.tml.xml|1989-10-26T00:00:00.000000000|[RANGE,1990-01-01T00:00:00+00:00,1990-07-01T00:00:00+00:00]|first two quarters of 1990| Wall Street  analysts  expect  the disappointing  trend to continue  into the  fourth quarter  and through at least the  first  two  quarters of 1990 ,  when  the industry will increasingly  see  the  effect  of price  erosion  in major product lines, such as rolled sheet used for cars, appliances and construction.
357|717|58|./wsj_1003_orig.tml.xml|1989-10-26T00:00:00.000000000|[RANGE,1989-10-01T00:00:00+00:00,1990-01-01T00:00:00+00:00]|fourth quarter| Wall Street  analysts  expect  the disappointing  trend to continue  into the  fourth quarter  and through at least the  first  two  quarters of 1990 ,  when  the industry will increasingly  see  the  effect  of price  erosion  in major product lines, such as rolled sheet used for cars, appliances and construction.
359|718|58|./wsj_1003_orig.tml.xml|1989-10-26T00:00:00.000000000|[RANGE,NOW,x]|coming quarters| "It does  n't bode  well for  coming quarters ,"  said John Jacobson , who follows the steel industry for  AUS  Consultants.
360|719|58|./wsj_1003_orig.tml.xml|1989-10-26T00:00:00.000000000|[RANGE,1990-07-01T00:00:00+00:00,1990-10-01T00:00:00+00:00]|the third quarter of 1990| In fact, he  thinks  several steelmakers will  report  actual  losses  through  the third quarter of 1990 .
361|722|58|./wsj_1003_orig.tml.xml|1989-10-26T00:00:00.000000000|[RANGE,1988-07-01T00:00:00+00:00,1988-10-01T00:00:00+00:00]|year - ago period| In the  year-ago period ,  Bethlehem earned $101.4 million , or  $1.27  a share,  including  a  $3.8 million gain  from early  retirement  of debt.
363|723|58|./wsj_1003_orig.tml.xml|1989-10-26T00:00:00.000000000|[RANGE,1988-07-01T00:00:00+00:00,1988-10-01T00:00:00+00:00]|a year ago| Third-quarter  sales  dropped 11%  to  $1.27 billion  from  $1.43 billion a year ago .
362|723|58|./wsj_1003_orig.tml.xml|1989-10-26T00:00:00.000000000|[RANGE,1989-07-01T00:00:00+00:00,1989-10-01T00:00:00+00:00]|Third - quarter| Third-quarter  sales  dropped 11%  to  $1.27 billion  from  $1.43 billion a year ago .
364|727|58|./wsj_1003_orig.tml.xml|1989-10-26T00:00:00.000000000|[RANGE,1989-07-01T00:00:00+00:00,1989-10-01T00:00:00+00:00]|third - quarter| However, in spite of the difficult industrywide environment of high cost and low volume,  Bethlehem  " had  pretty good earnings numbers,"  said Michelle Galanter Applebaum , an analyst with  Salomon Brothers Inc.  Ms. Applebaum  had  estimated third-quarter  earnings of  55 cents  a shhha55 cents a share,   ents a share, but  ssa share, but  said  the  losses  for the unusual items were  larger  than  expected .
365|728|58|./wsj_1003_orig.tml.xml|1989-10-26T00:00:00.000000000|[INSTANT,1988-10-26T00:00:00+00:00]|a year ago| Still,  Bethlehem 's core basic steel operations  experienced  a steep  drop  in operating profit to  $58.6 million  from  $186.4 million a year ago ,  when  the industry  enjoyed  strong  demand  and  pricing .
367|730|58|./wsj_1003_orig.tml.xml|1989-10-26T00:00:00.000000000|[INSTANT,1990-06-01T00:00:00+00:00]|June 1| At the same time , production costs, compared with  a year ago , were  boosted  by higher raw material and employment costs, which  resulted  from the company's new labor  pact effective June 1 .
366|730|58|./wsj_1003_orig.tml.xml|1989-10-26T00:00:00.000000000|[INSTANT,1988-10-26T00:00:00+00:00]|a year ago| At the same time , production costs, compared with  a year ago , were  boosted  by higher raw material and employment costs, which  resulted  from the company's new labor  pact effective June 1 .
368|731|58|./wsj_1003_orig.tml.xml|1989-10-26T00:00:00.000000000|[RANGE,1989-10-01T00:00:00+00:00,1990-01-01T00:00:00+00:00]|the fourth quarter| "We  anticipate  that steel market conditions will  exhibit  a further moderate  decline  in  the fourth quarter  as the automotive sector  remains  weak and customers  continue to adjust  inventories,"  said Bethlehem  Chairman Walter F. Williams .
369|732|58|./wsj_1003_orig.tml.xml|1989-10-26T00:00:00.000000000|[RANGE,1989-07-01T00:00:00+00:00,1989-10-01T00:00:00+00:00]|the early summer| He  noted  , however, that the company's order entry has  increased  from the low levels of  the early summer ,  following  the end of labor  negotiations .
371|733|58|./wsj_1003_orig.tml.xml|1989-10-26T00:00:00.000000000|[RANGE,1988-07-01T00:00:00+00:00,1988-10-01T00:00:00+00:00]|year - ago quarter| steel business,  said third-quarter  net income  dropped 8% to $33 million , or  35 cents  a share,  from $36 million , or  39 cents  a share in the  year-ago quarter .
370|733|58|./wsj_1003_orig.tml.xml|1989-10-26T00:00:00.000000000|[RANGE,1989-07-01T00:00:00+00:00,1989-10-01T00:00:00+00:00]|third - quarter| steel business,  said third-quarter  net income  dropped 8% to $33 million , or  35 cents  a share,  from $36 million , or  39 cents  a share in the  year-ago quarter .
372|734|58|./wsj_1003_orig.tml.xml|1989-10-26T00:00:00.000000000|[INSTANT,NOW]|now| Sales  dropped to $441.1 million from $820.4 million , because the company  no  longer  consolidates  its  Eastern Steel  division, which is  now  a joint  venture  with  Kawasaki Steel Corp.
373|739|58|./wsj_1003_orig.tml.xml|1989-10-26T00:00:00.000000000|[RANGE,1989-04-01T00:00:00+00:00,1989-07-01T00:00:00+00:00]|fiscal second - quarter| National Intergroup , which  owns 50%  of the nation's sixth largest steelmaker --  National Steel Corp.  --  posted  net income for the  fiscal second-quarter  of  $8.6 million , or  33 cents  a share, compared with a net  loss  of  $50.3 million .
376|740|58|./wsj_1003_orig.tml.xml|1989-10-26T00:00:00.000000000|[UNK,1988-QX]|a year ago| Sales  increased  in the  quarter ended Sept. 30  to  $747.8 million  from  $623.5 million a year ago .
375|740|58|./wsj_1003_orig.tml.xml|1989-10-26T00:00:00.000000000|[INSTANT,1989-09-30T00:00:00+00:00]|Sept. 30| Sales  increased  in the  quarter ended Sept. 30  to  $747.8 million  from  $623.5 million a year ago .
374|740|58|./wsj_1003_orig.tml.xml|1989-10-26T00:00:00.000000000|[UNK,1989-QX]|quarter| Sales  increased  in the  quarter ended Sept. 30  to  $747.8 million  from  $623.5 million a year ago .
377|741|58|./wsj_1003_orig.tml.xml|1989-10-26T00:00:00.000000000|[RANGE,1989-04-01T00:00:00+00:00,1989-07-01T00:00:00+00:00]|The latest period| The latest period includes gains  of  $9.1 million  from early  retirement  of debt and tax loss  carry-forward .
378|742|58|./wsj_1003_orig.tml.xml|1989-10-26T00:00:00.000000000|[RANGE,1988-04-01T00:00:00+00:00,1988-07-01T00:00:00+00:00]|Last year| Last year 's results were  hurt  by  $41.3 million  in restructuring  charges .
379|751|60|./wsj_0348_orig.tml.xml|1989-11-01T00:00:00.000000000|[RANGE,1989-07-01T00:00:00+00:00,1989-10-01T00:00:00+00:00]|the third quarter| Ogden Projects Inc. said  net income  jumped to $6.6 million , or  18 cents  a share,  in the third quarter .
380|752|60|./wsj_0348_orig.tml.xml|1989-11-01T00:00:00.000000000|[RANGE,1988-07-01T00:00:00+00:00,1988-10-01T00:00:00+00:00]|a year ago| The  Fairfield ,  N.J. , company, which is  92% -owned by  Ogden Corp. ,  New York ,  had net  of  $1.1 million , or  four cents  a share,  a year ago .
382|754|60|./wsj_0348_orig.tml.xml|1989-11-01T00:00:00.000000000|[INSTANT,1989-10-31T00:00:00+00:00]|yesterday| Ogden Projects , whose shares  began trading  on the  New York Stock Exchange in August ,  closed yesterday  at  $26.875 , down  75 cents .
381|754|60|./wsj_0348_orig.tml.xml|1989-11-01T00:00:00.000000000|[RANGE,1989-08-01T00:00:00+00:00,1989-09-01T00:00:00+00:00]|August| Ogden Projects , whose shares  began trading  on the  New York Stock Exchange in August ,  closed yesterday  at  $26.875 , down  75 cents .
383|755|60|./wsj_0348_orig.tml.xml|1989-11-01T00:00:00.000000000|[RANGE,1989-07-01T00:00:00+00:00,1989-10-01T00:00:00+00:00]|this summer| The stock  began trading this summer  at  $14  apiece .
384|756|60|./wsj_0348_orig.tml.xml|1989-11-01T00:00:00.000000000|[RANGE,1988-11-01T00:00:00+00:00,1988-12-01T00:00:00+00:00]|a year ago| Ogden Projects , which has interests in solid-waste recovery and hazardous-waste cleanup,  said  it  has 13 facilities  in operation, up  from seven a year ago .
386|757|60|./wsj_0348_orig.tml.xml|1989-11-01T00:00:00.000000000|[PERIOD,1,0,0,0]|a year| Meanwhile,  Ogden Corp. , which also has interests in building maintenance and management,  reported third-quarter net income of  $27.1 million , or  67 cents  a share, more than twice the  $13.5 million , or  34 cents  a share,  a year earlier .
385|757|60|./wsj_0348_orig.tml.xml|1989-11-01T00:00:00.000000000|[RANGE,1989-07-01T00:00:00+00:00,1989-10-01T00:00:00+00:00]|third - quarter| Meanwhile,  Ogden Corp. , which also has interests in building maintenance and management,  reported third-quarter net income of  $27.1 million , or  67 cents  a share, more than twice the  $13.5 million , or  34 cents  a share,  a year earlier .
387|759|61|./wsj_0542_orig.tml.xml|1989-10-30T00:00:00.000000000|[INSTANT,1989-11-06T00:00:00+00:00]|5 p.m. EST, Nov. 6| Dow Jones amp Co. extended  its tender  offer  of  $18  a share, or about  $576 million , for the  33%  of  Telerate Inc.  that it does  n't already own until 5 p.m. EST, Nov. 6 .
388|760|61|./wsj_0542_orig.tml.xml|1989-10-30T00:00:00.000000000|[INSTANT,1989-10-27T00:00:00+00:00]|midnight Friday| The  offer , which  Telerate 's  two  independent directors have  rejected  as inadequate,  previously  had been  scheduled to expire at midnight Friday .
389|761|61|./wsj_0542_orig.tml.xml|1989-10-30T00:00:00.000000000|[INSTANT,1989-10-27T00:00:00+00:00]|last Friday| Dow Jones said  it  extended  the  offer to allow  shareholders time  to review  a supplement to the  Dow Jones  tender offer circular that it  mailed last Friday .
390|762|61|./wsj_0542_orig.tml.xml|1989-10-30T00:00:00.000000000|[INSTANT,1989-09-26T00:00:00+00:00]|Sept. 26| The supplement contains various information that has been  filed  with the  Securities and Exchange Commission since Dow Jones launched  the  offer on Sept. 26 , but it does  n't change  the terms and conditions of the  offer  except to  extend  its expiration date.
391|765|61|./wsj_0542_orig.tml.xml|1989-10-30T00:00:00.000000000|[INSTANT,1989-10-27T00:00:00+00:00]|Friday| Telerate  shares  fell 50 cents on Friday  to  close  at  $20  each in  New York Stock Exchange  composite trading.
392|768|61|./wsj_0542_orig.tml.xml|1989-10-30T00:00:00.000000000|[UNK,1989-WXX]|Late last week| Late last week ,  representatives of Dow Jones  and  Telerate began negotiations  about the terms of the  offer , but those  talks  did n't result in any  changes  in the offer.
393|771|62|./APW19980213.1380.tml.xml|1998-02-13T15:44:00.000000000|[INSTANT,1998-02-13T00:00:00+00:00]|Friday| CAGUAS ,  Puerto Rico  ( AP ) _ Kidnappers  kept  their  promise to kill 
a store owner they  took hostage  and police  found  the man's
 dismembered  and  decapitated  body  Friday wrapped  in plastic garbage
bags.
394|773|62|./APW19980213.1380.tml.xml|1998-02-13T15:44:00.000000000|[INSTANT,1998-02-11T22:00:00+00:00]|10 p.m. Wednesday| Hernandez   was  kidnapped  from his small, neighborhood store in
the town of  Trujillo Alto at 10 p.m. Wednesday , police  said .
395|774|62|./APW19980213.1380.tml.xml|1998-02-13T15:44:00.000000000|[INSTANT,1998-02-12T12:00:00+00:00]|noon Thursday| His
kidnappers  demanded  a  ransom  of dlrs  1 million , but  negotiations broke  off  at noon Thursday .
396|780|62|./APW19980213.1380.tml.xml|1998-02-13T15:44:00.000000000|[UNK,PXY]|recent years| While some Latin American countries such as  Mexico  and  Colombia 
 have  suffered  from a rash of  kidnappings in recent years , the  crime 
has  not  been  common  in this  U.S.  commonwealth.
